institute_code,institute_name,branch_code,branch_name,status,seat_type,stage,category,rank,percentile,year,cap_round
1003,"Government College of Pharmacy, Amravati",100310010,Pharm D ( Doctor of Pharmacy) Status,Government Home University Seats Allotted to Home University Candidates GOPENH GSEBCH LVJH Stage I,Home University,I,GOPENH,2986,93.5183069,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100310010,Pharm D ( Doctor of Pharmacy) Status,Government Home University Seats Allotted to Home University Candidates GOPENH GSEBCH LVJH Stage I,Home University,I,GSEBCH,18203,72.8742408,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100310010,Pharm D ( Doctor of Pharmacy) Status,Government Home University Seats Allotted to Home University Candidates GOPENH GSEBCH LVJH Stage I,Home University,I,LVJH,11814,80.8615246,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100310010,Pharm D ( Doctor of Pharmacy) Status,Government Home University Seats Allotted to Home University Candidates GOPENH GSEBCH LVJH Stage I,Home University,I,LSEBCH,7043,87.2230103,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100310010,Pharm D ( Doctor of Pharmacy) Status,Government Home University Seats Allotted to Home University Candidates GOPENH GSEBCH LVJH Stage I,Home University,I,GSCO,4365,91.2334964,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,GOPENH,1709,95.8069437,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,GOBCH,1750,95.6975349,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,GSEBCH,4087,91.7047923,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,LSCH,2535,94.2940911,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,LOBCH,1499,96.2708133,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,PWDOPENH,17118,74.2729203,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,GOPENO,1694,95.8420975,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,GSTO,5297,89.8517253,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,GOBCO,1809,95.6790979,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,GSEBCO,3042,93.4143367,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,LOPENO,1701,95.8405388,2025,CAP3
1003,"Government College of Pharmacy, Amravati",100382310,Pharmacy Status,Government Home University Seats Allotted to Home University Candidates GOPENH GOBCH GSEBCH LSCH LOBCH PWDOPENH Stage I,Home University,I,TFWS,979,97.2893907,2025,CAP3
1115,J.S.P Mandal,111582310,Pharmacy Status,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GVJH GNT,Home University,I,GOPENH,2859,93.8013576,2025,CAP3
1115,J.S.P Mandal,111582310,Pharmacy Status,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GVJH GNT,Home University,I,GVJH,14409,77.5384615,2025,CAP3
1115,J.S.P Mandal,111582310,Pharmacy Status,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GVJH GNT,Home University,I,GNT2H,17108,74.2729203,2025,CAP3
1115,J.S.P Mandal,111582310,Pharmacy Status,Un-Aided Home University Seats Allotted to Home University Candidates GOPENH GVJH GNT,Home University,I,LOBCH,5388,89.6932792,2025,CAP3
